station,station_name,valid(UTC),tmpf,sknt,vis1_coeff,vis2_coeff,vis3_coeff,ptype,precip,
MDW,Chicago Midway,2023-04-05 01:00,62,10,0.252,,,NP,0,
MDW,Chicago Midway,2023-04-05 02:00,68,11,0.168,,,?1,0,
MDW,Chicago Midway,2023-04-05 03:00,70,8,0.197,,,P ,0,
MDW,Chicago Midway,2023-04-05 04:00,70,11,0.131,,,?1,0,
MDW,Chicago Midway,2023-04-05 05:00,70,11,0.121,,,NP,0,
MDW,Chicago Midway,2023-04-05 07:00,73,13,0.096,,,NP,0,
MDW,Chicago Midway,2023-04-05 08:00,72,13,0.086,,,NP,0,
MDW,Chicago Midway,2023-04-05 09:00,72,12,0.076,,,NP,0,
MDW,Chicago Midway,2023-04-05 10:00,72,14,0.066,,,NP,0,
MDW,Chicago Midway,2023-04-05 11:00,71,9,0.078,,,NP,0,
MDW,Chicago Midway,2023-04-05 12:00,72,13,0.075,,,NP,0,
MDW,Chicago Midway,2023-04-05 13:00,66,12,0.101,,,P ,0,
MDW,Chicago Midway,2023-04-05 14:00,65,18,0.399,,,R ,0.01,
MDW,Chicago Midway,2023-04-05 15:00,70,24,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-05 16:00,71,21,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-05 17:00,71,27,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-05 18:00,70,25,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-05 19:00,57,21,0.098,,,NP,0,
MDW,Chicago Midway,2023-04-05 20:00,51,20,0.071,,,NP,0,
MDW,Chicago Midway,2023-04-05 21:00,51,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-05 22:00,49,16,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-05 23:00,47,17,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 00:00,46,15,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 01:00,43,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 02:00,41,15,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 03:00,41,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 04:00,41,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 05:00,40,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 06:00,39,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 07:00,39,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 08:00,37,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 09:00,36,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 10:00,35,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 11:00,33,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 12:00,33,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 13:00,35,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 14:00,37,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 15:00,40,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 16:00,42,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 17:00,45,13,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 18:00,50,13,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 19:00,49,13,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 20:00,52,13,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 21:00,53,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 22:00,52,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-06 23:00,53,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 00:00,51,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 01:00,47,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 02:00,46,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 03:00,45,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 04:00,45,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 05:00,43,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 06:00,40,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 07:00,39,4,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 08:00,40,3,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 09:00,39,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 10:00,40,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 11:00,38,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 12:00,39,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 13:00,40,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 14:00,,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 15:00,45,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 16:00,47,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 17:00,47,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 18:00,49,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 19:00,48,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 20:00,48,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 21:00,48,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 22:00,48,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-07 23:00,46,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 00:00,44,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 01:00,43,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 02:00,41,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 03:00,41,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 04:00,40,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 05:00,40,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 06:00,39,4,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 07:00,39,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 08:00,39,2,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 09:00,40,5,0.073,,,NP,0,
MDW,Chicago Midway,2023-04-08 10:00,42,7,0.059,,,NP,0,
MDW,Chicago Midway,2023-04-08 11:00,41,5,0.077,,,NP,0,
MDW,Chicago Midway,2023-04-08 12:00,41,3,0.086,,,NP,0,
MDW,Chicago Midway,2023-04-08 13:00,44,5,0.068,,,NP,0,
MDW,Chicago Midway,2023-04-08 14:00,47,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 15:00,51,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 16:00,55,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 17:00,57,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 18:00,59,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 19:00,61,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 20:00,61,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 21:00,63,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-08 22:00,64,7,0.065,,,NP,0,
MDW,Chicago Midway,2023-04-08 23:00,62,5,0.072,,,NP,0,
MDW,Chicago Midway,2023-04-09 00:00,56,8,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-09 01:00,54,7,0.075,,,NP,0,
MDW,Chicago Midway,2023-04-09 02:00,51,6,0.083,,,NP,0,
MDW,Chicago Midway,2023-04-09 03:00,50,3,0.142,,,NP,0,
MDW,Chicago Midway,2023-04-09 04:00,49,2,0.174,,,NP,0,
MDW,Chicago Midway,2023-04-09 05:00,48,2,0.183,,,NP,0,
MDW,Chicago Midway,2023-04-09 06:00,47,1,0.186,,,NP,0,
MDW,Chicago Midway,2023-04-09 07:00,46,2,0.169,,,NP,0,
MDW,Chicago Midway,2023-04-09 08:00,46,5,0.18,,,NP,0,
MDW,Chicago Midway,2023-04-09 09:00,45,5,0.142,,,NP,0,
MDW,Chicago Midway,2023-04-09 10:00,46,4,0.12,,,NP,0,
MDW,Chicago Midway,2023-04-09 11:00,46,2,0.108,,,NP,0,
MDW,Chicago Midway,2023-04-09 12:00,44,6,0.109,,,NP,0,
MDW,Chicago Midway,2023-04-09 13:00,49,5,0.082,,,NP,0,
MDW,Chicago Midway,2023-04-09 14:00,54,8,0.059,,,NP,0,
MDW,Chicago Midway,2023-04-09 15:00,57,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-09 16:00,60,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-09 17:00,63,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-09 18:00,66,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-09 19:00,67,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-09 20:00,68,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-09 21:00,68,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-09 22:00,68,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-09 23:00,67,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-10 00:00,65,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-10 01:00,63,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-10 02:00,61,6,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-10 03:00,59,5,0.069,,,NP,0,
MDW,Chicago Midway,2023-04-10 04:00,58,6,0.066,,,NP,0,
MDW,Chicago Midway,2023-04-10 05:00,58,6,0.07,,,NP,0,
MDW,Chicago Midway,2023-04-10 06:00,55,5,0.071,,,NP,0,
MDW,Chicago Midway,2023-04-10 07:00,54,8,0.067,,,NP,0,
MDW,Chicago Midway,2023-04-10 08:00,53,5,0.06,,,NP,0,
MDW,Chicago Midway,2023-04-10 09:00,52,6,0.058,,,NP,0,
MDW,Chicago Midway,2023-04-10 10:00,50,6,0.065,,,NP,0,
MDW,Chicago Midway,2023-04-10 11:00,50,3,0.075,,,NP,0,
MDW,Chicago Midway,2023-04-10 12:00,49,4,0.076,,,NP,0,
MDW,Chicago Midway,2023-04-10 13:00,53,5,0.08,,,NP,0,
MDW,Chicago Midway,2023-04-10 14:00,58,10,0.059,,,NP,0,
MDW,Chicago Midway,2023-04-10 15:00,62,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-10 16:00,64,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-10 17:00,66,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-10 18:00,69,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-10 19:00,70,8,0.056,,,NP,0,
MDW,Chicago Midway,2023-04-10 20:00,70,5,0.061,,,NP,0,
MDW,Chicago Midway,2023-04-10 21:00,71,6,0.054,,,NP,0,
MDW,Chicago Midway,2023-04-10 22:00,71,10,0.074,,,NP,0,
MDW,Chicago Midway,2023-04-10 23:00,70,5,0.07,,,NP,0,
MDW,Chicago Midway,2023-04-11 00:00,69,5,0.052,,,NP,0,
MDW,Chicago Midway,2023-04-11 01:00,67,5,0.065,,,M ,0,
MDW,Chicago Midway,2023-04-11 02:00,65,5,0.069,,,NP,0,
MDW,Chicago Midway,2023-04-11 03:00,62,6,0.079,,,NP,0,
MDW,Chicago Midway,2023-04-11 04:00,60,8,0.061,,,NP,0,
MDW,Chicago Midway,2023-04-11 05:00,58,6,0.056,,,NP,0,
MDW,Chicago Midway,2023-04-11 06:00,58,7,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-11 07:00,56,7,0.056,,,NP,0,
MDW,Chicago Midway,2023-04-11 08:00,55,7,0.055,,,M ,0,
MDW,Chicago Midway,2023-04-11 09:00,55,5,0.062,,,NP,0,
MDW,Chicago Midway,2023-04-11 10:00,54,6,0.059,,,NP,0,
MDW,Chicago Midway,2023-04-11 11:00,54,6,0.082,,,NP,0,
MDW,Chicago Midway,2023-04-11 12:00,53,6,0.08,,,NP,0,
MDW,Chicago Midway,2023-04-11 13:00,59,7,0.073,,,NP,0,
MDW,Chicago Midway,2023-04-11 14:00,65,8,0.055,,,NP,0,
MDW,Chicago Midway,2023-04-11 15:00,69,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-11 16:00,72,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-11 17:00,74,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-11 18:00,76,13,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-11 19:00,77,15,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-11 20:00,79,17,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-11 21:00,79,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-11 22:00,78,15,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-11 23:00,78,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 00:00,76,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 01:00,74,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 02:00,71,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 03:00,70,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 04:00,69,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 05:00,67,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 06:00,65,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 07:00,65,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 08:00,64,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 09:00,63,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 10:00,61,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 11:00,61,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 12:00,60,7,0.058,,,NP,0,
MDW,Chicago Midway,2023-04-12 13:00,63,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-12 14:00,,,,,,NP,,
MDW,Chicago Midway,2023-04-12 15:00,72,0,,,,NP,0,
MDW,Chicago Midway,2023-04-12 16:00,75,21,0.059,,,NP,0,
MDW,Chicago Midway,2023-04-12 17:00,80,18,0.075,,,M ,0,
MDW,Chicago Midway,2023-04-12 18:00,80,17,0.07,,,NP,0,
MDW,Chicago Midway,2023-04-12 19:00,82,16,0.065,,,NP,0,
MDW,Chicago Midway,2023-04-12 20:00,82,20,0.061,,,NP,0,
MDW,Chicago Midway,2023-04-12 21:00,83,21,0.068,,,NP,0,
MDW,Chicago Midway,2023-04-12 22:00,83,14,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-12 23:00,81,16,0.058,,,NP,0,
MDW,Chicago Midway,2023-04-13 00:00,80,17,0.055,,,NP,0,
MDW,Chicago Midway,2023-04-13 01:00,75,8,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-13 02:00,75,7,0.072,,,NP,0,
MDW,Chicago Midway,2023-04-13 03:00,73,9,0.072,,,NP,0,
MDW,Chicago Midway,2023-04-13 04:00,69,8,0.068,,,NP,0,
MDW,Chicago Midway,2023-04-13 05:00,69,11,0.059,,,NP,0,
MDW,Chicago Midway,2023-04-13 06:00,67,10,0.051,,,NP,0,
MDW,Chicago Midway,2023-04-13 07:00,66,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 08:00,64,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 09:00,62,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 10:00,58,4,0.054,,,NP,0,
MDW,Chicago Midway,2023-04-13 11:00,58,8,0.058,,,NP,0,
MDW,Chicago Midway,2023-04-13 12:00,57,8,0.077,,,NP,0,
MDW,Chicago Midway,2023-04-13 13:00,61,8,0.056,,,NP,0,
MDW,Chicago Midway,2023-04-13 14:00,66,7,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-13 15:00,71,6,0.052,,,NP,0,
MDW,Chicago Midway,2023-04-13 16:00,75,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 17:00,78,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 18:00,80,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 19:00,82,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 20:00,83,13,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 21:00,83,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 22:00,83,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-13 23:00,82,11,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-14 00:00,80,10,0.054,,,NP,0,
MDW,Chicago Midway,2023-04-14 01:00,77,5,0.055,,,NP,0,
MDW,Chicago Midway,2023-04-14 02:00,75,6,0.055,,,NP,0,
MDW,Chicago Midway,2023-04-14 03:00,73,8,0.058,,,NP,0,
MDW,Chicago Midway,2023-04-14 04:00,71,7,0.052,,,NP,0,
MDW,Chicago Midway,2023-04-14 05:00,68,6,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-14 06:00,66,4,0.052,,,NP,0,
MDW,Chicago Midway,2023-04-14 07:00,64,4,0.052,,,NP,0,
MDW,Chicago Midway,2023-04-14 08:00,60,2,0.06,,,NP,0,
MDW,Chicago Midway,2023-04-14 09:00,58,2,0.061,,,NP,0,
MDW,Chicago Midway,2023-04-14 10:00,58,3,0.07,,,NP,0,
MDW,Chicago Midway,2023-04-14 11:00,59,3,0.084,,,NP,0,
MDW,Chicago Midway,2023-04-14 12:00,60,4,0.098,,,NP,0,
MDW,Chicago Midway,2023-04-14 13:00,65,3,0.085,,,NP,0,
MDW,Chicago Midway,2023-04-14 14:00,69,3,0.1,,,NP,0,
MDW,Chicago Midway,2023-04-14 15:00,74,6,0.084,,,NP,0,
MDW,Chicago Midway,2023-04-14 16:00,79,4,0.075,,,NP,0,
MDW,Chicago Midway,2023-04-14 17:00,82,11,0.065,,,NP,0,
MDW,Chicago Midway,2023-04-14 18:00,80,3,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-14 19:00,83,8,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-14 20:00,82,7,0.051,,,NP,0,
MDW,Chicago Midway,2023-04-14 21:00,83,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-14 22:00,81,12,0.073,,,NP,0,
MDW,Chicago Midway,2023-04-14 23:00,78,10,0.08,,,NP,0,
MDW,Chicago Midway,2023-04-15 00:00,73,7,0.096,,,NP,0,
MDW,Chicago Midway,2023-04-15 01:00,70,8,0.111,,,NP,0,
MDW,Chicago Midway,2023-04-15 02:00,68,7,0.111,,,NP,0,
MDW,Chicago Midway,2023-04-15 03:00,68,5,0.11,,,NP,0,
MDW,Chicago Midway,2023-04-15 04:00,68,1,0.158,,,NP,0,
MDW,Chicago Midway,2023-04-15 05:00,68,3,0.162,,,NP,0,
MDW,Chicago Midway,2023-04-15 06:00,69,5,0.098,,,NP,0,
MDW,Chicago Midway,2023-04-15 07:00,67,6,0.077,,,NP,0,
MDW,Chicago Midway,2023-04-15 08:00,67,5,0.069,,,NP,0,
MDW,Chicago Midway,2023-04-15 09:00,68,6,0.056,,,NP,0,
MDW,Chicago Midway,2023-04-15 10:00,67,5,0.054,,,NP,0,
MDW,Chicago Midway,2023-04-15 11:00,67,6,0.056,,,NP,0,
MDW,Chicago Midway,2023-04-15 12:00,67,5,0.056,,,NP,0,
MDW,Chicago Midway,2023-04-15 13:00,67,7,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-15 14:00,70,8,0.059,,,NP,0,
MDW,Chicago Midway,2023-04-15 15:00,71,8,0.055,,,NP,0,
MDW,Chicago Midway,2023-04-15 16:00,76,9,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-15 17:00,78,9,0.059,,,NP,0,
MDW,Chicago Midway,2023-04-15 18:00,81,10,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-15 19:00,81,15,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-15 20:00,72,14,0.579,,,R ,0,
MDW,Chicago Midway,2023-04-15 21:00,79,8,0.065,,,NP,0,
MDW,Chicago Midway,2023-04-15 22:00,80,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-15 23:00,79,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-16 00:00,78,6,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-16 01:00,76,7,0.055,,,NP,0,
MDW,Chicago Midway,2023-04-16 02:00,76,7,0.062,,,NP,0,
MDW,Chicago Midway,2023-04-16 03:00,74,9,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-16 04:00,74,11,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-16 05:00,68,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-16 06:00,64,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-16 07:00,60,9,0.059,,,?2,0,
MDW,Chicago Midway,2023-04-16 08:00,61,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-16 09:00,60,10,0.1,,,P ,0,
MDW,Chicago Midway,2023-04-16 10:00,59,7,0.063,,,?1,0,
MDW,Chicago Midway,2023-04-16 11:00,55,9,0.133,,,NP,0,
MDW,Chicago Midway,2023-04-16 12:00,52,11,0.331,,,NP,0,
MDW,Chicago Midway,2023-04-16 13:00,50,13,0.7,,,R ,0,
MDW,Chicago Midway,2023-04-16 14:00,49,9,0.137,,,?2,0,
MDW,Chicago Midway,2023-04-16 15:00,49,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-16 16:00,46,17,0.444,,,?2,0,
MDW,Chicago Midway,2023-04-16 17:00,44,16,0.412,,,S-,0,
MDW,Chicago Midway,2023-04-16 18:00,43,17,0.158,,,?1,0,
MDW,Chicago Midway,2023-04-16 19:00,43,19,0.089,,,?1,0,
MDW,Chicago Midway,2023-04-16 20:00,43,20,0.084,,,P ,0,
MDW,Chicago Midway,2023-04-16 21:00,43,19,0.05,,,?2,0,
MDW,Chicago Midway,2023-04-16 22:00,43,19,0.05,,,?1,0,
MDW,Chicago Midway,2023-04-16 23:00,42,17,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-17 00:00,41,16,0.05,,,?1,0,
MDW,Chicago Midway,2023-04-17 01:00,40,15,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-17 03:00,37,16,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-17 04:00,35,15,0.418,,,S-,0,
MDW,Chicago Midway,2023-04-17 05:00,35,18,0.071,,,?0,0,
MDW,Chicago Midway,2023-04-17 06:00,35,14,0.118,,,?1,0,
MDW,Chicago Midway,2023-04-17 07:00,35,14,0.479,,,S-,0,
MDW,Chicago Midway,2023-04-17 08:00,34,16,0.05,,,?0,0,
MDW,Chicago Midway,2023-04-17 09:00,34,16,0.066,,,S-,0,
MDW,Chicago Midway,2023-04-17 10:00,33,16,0.085,,,NP,0,
MDW,Chicago Midway,2023-04-17 11:00,33,11,0.596,,,S-,0,
MDW,Chicago Midway,2023-04-17 12:00,33,14,0.534,,,S-,0,
MDW,Chicago Midway,2023-04-17 13:00,33,15,0.12,,,?1,0,
MDW,Chicago Midway,2023-04-17 14:00,34,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-17 15:00,36,18,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-17 16:00,37,19,0.172,,,S-,0,
MDW,Chicago Midway,2023-04-17 17:00,39,18,0.05,,,?1,0,
MDW,Chicago Midway,2023-04-17 18:00,38,19,0.05,,,?1,0,
MDW,Chicago Midway,2023-04-17 19:00,39,18,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-17 20:00,38,21,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-17 21:00,38,15,0.05,,,?1,0,
MDW,Chicago Midway,2023-04-17 22:00,39,14,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-17 23:00,39,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 00:00,40,15,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 01:00,39,15,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 02:00,39,19,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 03:00,39,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 04:00,39,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 05:00,38,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 06:00,37,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 07:00,37,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 08:00,35,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 09:00,34,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 10:00,34,5,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 11:00,34,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 12:00,36,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 13:00,39,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 14:00,42,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 15:00,43,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 16:00,47,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 17:00,50,10,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 18:00,52,8,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 19:00,54,11,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 20:00,57,7,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 21:00,57,3,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 22:00,58,9,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-18 23:00,58,6,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-19 03:00,49,5,0.093,,,NP,0,
MDW,Chicago Midway,2023-04-19 04:00,49,4,0.117,,,NP,0,
MDW,Chicago Midway,2023-04-19 05:00,47,3,0.095,,,NP,0,
MDW,Chicago Midway,2023-04-19 06:00,46,6,0.1,,,NP,0,
MDW,Chicago Midway,2023-04-19 07:00,45,6,0.111,,,NP,0,
MDW,Chicago Midway,2023-04-19 08:00,45,5,0.11,,,NP,0,
MDW,Chicago Midway,2023-04-19 09:00,45,6,0.103,,,NP,0,
MDW,Chicago Midway,2023-04-19 10:00,44,5,0.104,,,NP,0,
MDW,Chicago Midway,2023-04-19 11:00,46,5,0.094,,,NP,0,
MDW,Chicago Midway,2023-04-19 12:00,47,9,0.079,,,NP,0,
MDW,Chicago Midway,2023-04-19 13:00,49,12,0.05,,,NP,0,
MDW,Chicago Midway,2023-04-19 14:00,51,14,0.055,,,NP,0,
MDW,Chicago Midway,2023-04-19 15:00,53,15,0.057,,,NP,0,
MDW,Chicago Midway,2023-04-19 16:00,54,10,0.053,,,NP,0,
MDW,Chicago Midway,2023-04-19 17:00,62,15,0.058,,,NP,0,
MDW,Chicago Midway,2023-04-19 18:00,67,15,0.066,,,NP,0,
MDW,Chicago Midway,2023-04-19 19:00,69,6,0.069,,,NP,0,
MDW,Chicago Midway,2023-04-19 20:00,66,13,0.089,,,NP,0,
MDW,Chicago Midway,2023-04-19 21:00,61,12,0.076,,,NP,0,
MDW,Chicago Midway,2023-04-19 22:00,60,11,0.089,,,NP,0,
MDW,Chicago Midway,2023-04-19 23:00,55,3,0.267,,,R-,0,
MDW,Chicago Midway,2023-04-20 00:00,54,7,0.109,,,?1,0,
MDW,Chicago Midway,2023-04-20 01:00,50,10,0.094,,,NP,0,
MDW,Chicago Midway,2023-04-20 02:00,50,5,0.064,,,NP,0,
